순위	player	team	avg	g	pa	ab	r	h	2b	3b	hr	tb	rbi	sac	sf	year	position	bb	ibb	hbp	so	gdp	slg	obp	ops	mh	risp	ph-ba	xbh	go	ao	go/ao	gw/rbi	bb/k	p/pa	isop	xr	gpa	pk
26	호잉	한화	0.306	142	590	529	85	162	47	2	30	303	110	0	5	2018	outfielder	51	10	5	93	5	0.573	0.369	0.942	43	0.335	0.5	79	104	175	0.59	14	0.55	3.88	0.267	106.2	0.309	2018_호잉
27	로하스	KT	0.305	144	645	564	114	172	30	1	43	333	114	1	2	2018	outfielder	71	4	7	142	10	0.59	0.388	0.978	50	0.322	0	74	130	122	1.07	9	0.5	4.06	0.285	119.5	0.322	2018_로하스
28	이원재	NC	0.304	77	150	138	12	42	10	0	5	67	19	0	2	2018	outfielder	10	0	0	33	3	0.486	0.347	0.833	7	0.333	0.39	15	35	30	1.17	2	0.3	4.19	0.181	21.4	0.278	2018_이원재
29	박용택	LG	0.303	134	583	524	89	159	38	1	15	244	76	0	7	2018	outfielder	47	0	5	107	21	0.466	0.362	0.828	48	0.285	0.667	54	128	137	0.93	10	0.44	3.9	0.162	80.9	0.279	2018_박용택
30	이명기	KIA	0.302	120	502	447	88	135	28	6	4	187	42	11	1	2018	outfielder	40	3	3	64	5	0.418	0.363	0.781	41	0.246	0	38	162	87	1.86	2	0.63	3.8	0.116	65.9	0.268	2018_이명기
31	정진호	두산	0.301	111	299	269	53	81	12	1	2	101	37	9	1	2018	outfielder	19	0	1	44	8	0.375	0.348	0.723	15	0.308	0	15	89	56	1.59	0	0.43	3.75	0.074	34	0.25	2018_정진호
32	김헌곤	삼성	0.3	141	586	513	77	154	26	2	11	217	71	5	4	2018	outfielder	54	1	10	70	13	0.423	0.375	0.798	46	0.319	0	39	162	131	1.24	4	0.77	3.91	0.123	80.9	0.275	2018_김헌곤
33	박해민	삼성	0.299	144	649	576	114	172	30	10	9	249	68	8	6	2018	outfielder	56	0	3	99	9	0.432	0.36	0.792	53	0.339	0.4	49	144	167	0.86	8	0.57	4.1	0.134	91.9	0.27	2018_박해민
34	김강민	SK	0.298	80	267	235	40	70	14	0	14	126	46	5	0	2018	outfielder	22	0	5	57	1	0.536	0.37	0.906	16	0.274	0.333	28	53	55	0.96	2	0.39	4.06	0.238	44.8	0.301	2018_김강민
35	김규민	넥센	0.295	104	336	298	47	88	9	2	3	110	40	1	4	2018	outfielder	27	0	6	89	3	0.369	0.361	0.73	24	0.397	0.25	14	73	52	1.4	2	0.3	4.15	0.074	42.1	0.255	2018_김규민
36	이성열	한화	0.295	131	528	485	76	143	21	1	34	268	102	1	2	2018	outfielder	35	3	5	143	9	0.553	0.347	0.9	34	0.283	0.6	56	113	88	1.28	8	0.24	3.9	0.258	86.9	0.294	2018_이성열
37	이용규	한화	0.293	134	575	491	82	144	14	1	1	163	36	8	5	2018	outfielder	59	0	12	62	8	0.332	0.379	0.711	44	0.327	0	16	162	128	1.27	2	0.95	4.03	0.039	70.1	0.254	2018_이용규
38	임병욱	넥센	0.293	134	447	423	76	124	29	3	13	198	60	0	2	2018	outfielder	22	1	0	119	6	0.468	0.327	0.795	31	0.303	0.2	45	108	74	1.46	3	0.18	3.68	0.175	62.2	0.264	2018_임병욱
39	강백호	KT	0.29	138	585	527	108	153	32	2	29	276	84	0	3	2018	outfielder	52	0	3	124	4	0.524	0.356	0.88	44	0.308	0.3	63	121	132	0.92	3	0.42	4.04	0.233	94.5	0.291	2018_강백호
40	한동민	SK	0.284	136	562	486	97	138	31	0	41	292	115	0	8	2018	outfielder	52	3	16	124	10	0.601	0.367	0.968	40	0.286	0.444	72	94	138	0.68	14	0.42	4.21	0.317	104.2	0.315	2018_한동민
41	박한이	삼성	0.284	114	392	342	47	97	16	0	10	143	43	6	1	2018	outfielder	43	2	0	91	9	0.418	0.363	0.781	24	0.289	0.222	26	81	74	1.09	3	0.47	4.19	0.135	50.3	0.268	2018_박한이
42	권희동	NC	0.283	104	391	343	43	97	19	1	8	142	57	5	4	2018	outfielder	35	2	4	58	5	0.414	0.352	0.766	27	0.25	0.1	28	82	110	0.75	7	0.6	3.95	0.131	50.3	0.262	2018_권희동
43	고종욱	넥센	0.279	102	351	330	47	92	22	0	6	132	54	1	4	2018	outfielder	15	1	1	96	2	0.4	0.309	0.709	18	0.312	0.389	28	84	62	1.35	6	0.16	3.81	0.121	42.2	0.239	2018_고종욱
44	조수행	두산	0.279	119	198	183	35	51	6	4	1	68	17	5	1	2018	outfielder	9	0	0	33	4	0.372	0.311	0.683	9	0.318	1	11	62	38	1.63	0	0.27	3.79	0.093	21.5	0.233	2018_조수행
46	이병규	롯데	0.273	103	257	198	31	54	11	1	10	97	39	0	2	2018	outfielder	50	1	7	58	5	0.49	0.432	0.922	12	0.29	0.229	22	43	45	0.96	2	0.86	4.36	0.217	44.1	0.317	2018_이병규
46	박헌욱	NC	0.273	10	23	22	1	6	2	0	1	11	3	0	0	2018	outfielder	1	0	0	5	1	0.5	0.304	0.804	1	0.667	0	3	6	5	1.2	0	0.2	3.26	0.227	3.1	0.262	2018_박헌욱
48	정의윤	SK	0.272	73	239	217	27	59	9	0	11	101	38	0	1	2018	outfielder	19	1	2	29	8	0.465	0.335	0.8	18	0.31	0.176	20	60	70	0.86	1	0.66	3.54	0.194	31.7	0.267	2018_정의윤
49	나지완	KIA	0.271	114	379	317	50	86	18	0	26	182	78	0	5	2018	outfielder	38	2	19	81	14	0.574	0.377	0.951	20	0.25	0.25	44	72	83	0.87	3	0.47	4.09	0.303	65.8	0.313	2018_나지완
50	김인태	두산	0.263	46	109	95	16	25	7	0	1	35	10	1	1	2018	outfielder	12	0	0	26	0	0.368	0.343	0.711	4	0.269	0.4	8	23	22	1.05	1	0.46	4.04	0.105	13	0.246	2018_김인태
50	나경민	롯데	0.263	87	71	57	23	15	2	0	0	17	1	1	0	2018	outfielder	10	0	3	21	0	0.298	0.4	0.698	1	0.188	0	2	9	12	0.75	0	0.48	4.1	0.035	9.3	0.255	2018_나경민
52	정주현	LG	0.261	115	339	303	48	79	14	2	6	115	31	6	1	2018	outfielder	27	0	2	68	9	0.38	0.324	0.704	23	0.277	0.5	22	77	80	0.96	5	0.4	3.78	0.119	38	0.241	2018_정주현
53	김성욱	NC	0.26	111	358	323	49	84	13	2	13	140	45	2	3	2018	outfielder	29	0	1	64	10	0.433	0.32	0.753	18	0.232	0	28	89	89	1	5	0.45	4.08	0.173	45.2	0.252	2018_김성욱
54	초이스	넥센	0.258	96	397	349	55	90	19	0	17	160	61	0	5	2018	outfielder	33	2	10	79	4	0.458	0.335	0.793	20	0.242	0.125	36	69	116	0.59	7	0.42	3.94	0.201	56.1	0.265	2018_초이스
55	양성우	한화	0.254	73	236	209	32	53	9	0	2	68	13	0	1	2018	outfielder	22	2	4	32	8	0.325	0.335	0.66	13	0.192	0.375	11	64	61	1.05	2	0.69	4.04	0.072	22	0.232	2018_양성우
56	김동엽	SK	0.252	124	446	421	58	106	15	0	27	202	76	1	3	2018	outfielder	17	0	4	108	13	0.48	0.285	0.765	26	0.33	0.286	42	98	112	0.88	10	0.16	3.71	0.228	57.3	0.248	2018_김동엽
57	김문호	롯데	0.25	46	115	100	12	25	7	0	2	38	16	2	0	2018	outfielder	13	1	0	27	2	0.38	0.336	0.716	5	0.25	0.267	9	24	24	1	1	0.48	3.96	0.13	12.8	0.246	2018_김문호
57	윤정우	SK	0.25	22	43	40	6	10	2	0	1	15	2	0	0	2018	outfielder	2	0	1	7	4	0.375	0.302	0.677	1	0.091	0	3	15	8	1.88	1	0.29	3.37	0.125	3.2	0.23	2018_윤정우
57	허정협	넥센	0.25	25	24	24	4	6	2	0	0	8	2	0	0	2018	outfielder	0	0	0	7	1	0.333	0.25	0.583	1	0.286	0.182	2	4	7	0.57	0	0	3.63	0.083	1.4	0.196	2018_허정협
60	배영섭	삼성	0.245	69	168	147	15	36	6	0	0	42	13	2	0	2018	outfielder	16	2	3	35	2	0.286	0.331	0.617	7	0.262	0.111	6	47	29	1.62	0	0.46	4.06	0.041	14.9	0.22	2018_배영섭
61	정진기	SK	0.244	96	212	201	33	49	8	1	3	68	17	3	0	2018	outfielder	6	0	2	45	2	0.338	0.273	0.611	11	0.236	0.188	12	50	57	0.88	1	0.13	3.67	0.095	18.7	0.207	2018_정진기
62	백창수	한화	0.243	70	169	152	21	37	15	1	3	63	18	0	1	2018	outfielder	12	0	4	36	5	0.414	0.314	0.728	8	0.25	0.15	19	26	54	0.48	1	0.33	3.96	0.171	18.5	0.245	2018_백창수
63	이동훈	한화	0.239	28	50	46	6	11	1	0	1	15	2	0	0	2018	outfielder	3	0	1	8	1	0.326	0.3	0.626	3	0.333	0.25	2	18	9	2	0	0.38	3.58	0.087	4.1	0.217	2018_이동훈
64	박찬도	삼성	0.233	54	82	73	13	17	4	1	0	23	5	1	0	2018	outfielder	8	0	0	28	0	0.315	0.309	0.624	3	0.263	0	5	18	10	1.8	0	0.29	4.23	0.082	7	0.218	2018_박찬도
65	김용의	LG	0.233	114	185	159	28	37	2	0	0	39	13	7	3	2018	outfielder	16	1	0	32	1	0.245	0.298	0.543	7	0.214	0.091	2	55	38	1.45	1	0.5	3.63	0.013	15.6	0.195	2018_김용의
66	홍현빈	KT	0.231	14	15	13	2	3	0	0	0	3	1	0	0	2018	outfielder	2	0	0	5	0	0.231	0.333	0.564	0	0	0	0	3	2	1.5	1	0.4	4.47	0	1.4	0.208	2018_홍현빈
67	이종욱	NC	0.23	43	128	122	12	28	7	0	1	38	8	1	1	2018	outfielder	4	0	0	16	2	0.311	0.252	0.563	6	0.217	0	8	46	33	1.39	1	0.25	3.93	0.082	8.8	0.191	2018_이종욱
68	임훈	LG	0.229	54	88	83	10	19	3	0	2	28	7	2	0	2018	outfielder	3	0	0	15	3	0.337	0.256	0.593	3	0.167	0.292	5	27	22	1.23	1	0.2	3.36	0.108	6.2	0.199	2018_임훈
69	박준태	KIA	0.228	85	150	123	32	28	5	1	5	50	24	5	0	2018	outfielder	13	0	9	37	1	0.407	0.345	0.752	7	0.364	0.143	11	30	28	1.07	0	0.35	3.73	0.179	18.2	0.257	2018_박준태
70	이우성	NC	0.226	71	199	177	24	40	9	0	4	61	24	1	1	2018	outfielder	16	0	4	57	6	0.345	0.303	0.648	9	0.327	0.091	13	53	28	1.89	2	0.28	3.89	0.119	17.5	0.223	2018_이우성
71	조홍석	롯데	0.226	39	71	62	14	14	1	0	0	15	1	1	0	2018	outfielder	6	0	2	13	2	0.242	0.314	0.556	2	0.1	0.143	1	20	15	1.33	1	0.46	3.97	0.016	4.2	0.202	2018_조홍석
72	백민기	두산	0.222	23	34	27	7	6	2	0	1	11	4	0	1	2018	outfielder	5	0	1	11	1	0.407	0.353	0.76	1	0.1	0	3	5	6	0.83	0	0.45	4.38	0.185	4.4	0.261	2018_백민기
73	안익훈	LG	0.22	62	135	123	13	27	4	0	0	31	10	2	1	2018	outfielder	8	0	1	12	4	0.252	0.271	0.523	5	0.2	1	4	61	24	2.54	1	0.67	3.88	0.033	7.4	0.185	2018_안익훈
74	김민하	한화	0.216	59	108	97	13	21	4	0	3	34	17	2	1	2018	outfielder	5	0	3	30	6	0.351	0.274	0.625	3	0.308	0.333	7	27	20	1.35	2	0.17	3.53	0.134	7.4	0.211	2018_김민하
75	장진혁	한화	0.214	50	48	42	9	9	4	1	0	15	2	0	0	2018	outfielder	4	0	2	11	0	0.357	0.313	0.67	1	0.2	0.143	5	10	12	0.83	0	0.36	4	0.143	4.4	0.23	2018_장진혁
76	최진행	한화	0.213	57	154	136	14	29	3	0	7	53	13	0	0	2018	outfielder	15	0	3	53	5	0.39	0.305	0.695	3	0.189	0.071	10	32	22	1.45	2	0.28	4.15	0.176	15.6	0.235	2018_최진행
77	강구성	NC	0.2	4	5	5	0	1	1	0	0	2	1	0	0	2018	outfielder	0	0	0	3	0	0.4	0.2	0.6	0	0	0.25	1	1	0	-	0	0	3.6	0.2	0.3	0.19	2018_강구성
77	박준혁	한화	0.2	4	5	5	0	1	1	0	0	2	0	0	0	2018	outfielder	0	0	0	2	0	0.4	0.2	0.6	0	0	0.5	1	1	1	1	0	0	4.2	0.2	0.3	0.19	2018_박준혁
77	김지열	KT	0.2	38	48	45	11	9	4	0	1	16	5	0	0	2018	outfielder	3	0	0	13	2	0.356	0.25	0.606	1	0.182	0.2	5	13	10	1.3	1	0.23	3.56	0.156	3.1	0.202	2018_김지열
77	배정대	KT	0.2	14	5	5	1	1	0	0	0	1	0	0	0	2018	outfielder	0	0	0	2	0	0.2	0.2	0.4	0	0	0	0	1	1	1	0	0	3.4	0	0.1	0.14	2018_배정대
81	이성곤	삼성	0.188	9	19	16	1	3	0	0	0	3	0	0	0	2018	outfielder	3	0	0	7	1	0.188	0.316	0.504	0	0	0	0	2	4	0.5	0	0.43	3.84	0	0.9	0.189	2018_이성곤
82	윤병호	NC	0.182	14	37	33	3	6	1	0	0	7	0	1	0	2018	outfielder	2	0	1	10	0	0.212	0.25	0.462	2	0	0	1	9	8	1.13	0	0.2	3.08	0.03	2	0.166	2018_윤병호
83	전민수	KT	0.172	21	35	29	0	5	3	0	0	8	4	1	0	2018	outfielder	5	0	0	11	0	0.276	0.294	0.57	1	0.3	0.111	3	7	6	1.17	0	0.45	4.31	0.103	2.7	0.201	2018_전민수
84	이재율	NC	0.171	33	45	41	8	7	1	1	0	10	1	0	0	2018	outfielder	2	0	2	10	0	0.244	0.244	0.488	2	0.143	0.167	2	15	9	1.67	1	0.2	3.56	0.073	2.7	0.171	2018_이재율
85	문선재	LG	0.167	2	6	6	0	1	0	0	0	1	0	0	0	2018	outfielder	0	0	0	3	0	0.167	0.167	0.334	0	0	0	0	0	2	0	0	0	3.83	0	0	0.117	2018_문선재
85	홍창기	LG	0.167	12	25	18	1	3	2	0	0	5	0	0	0	2018	outfielder	7	0	0	8	0	0.278	0.4	0.678	0	0	0	2	4	3	1.33	0	0.88	4.64	0.111	2.6	0.25	2018_홍창기
87	송민섭	KT	0.148	47	29	27	7	4	0	0	0	4	0	1	0	2018	outfielder	1	0	0	8	1	0.148	0.179	0.327	0	0.5	0	0	6	9	0.67	0	0.13	3.97	0	-0.1	0.118	2018_송민섭
88	예진원	넥센	0.143	5	7	7	2	1	0	0	0	1	0	0	0	2018	outfielder	0	0	0	0	0	0.143	0.143	0.286	0	0	0	0	4	2	2	0	-	3	0	0	0.1	2018_예진원
88	김진곤	KT	0.143	19	23	21	4	3	1	0	0	4	0	0	0	2018	outfielder	2	0	0	3	0	0.19	0.217	0.407	1	0	0	1	10	5	2	0	0.67	3.39	0.048	0.1	0.145	2018_김진곤
90	파레디스	두산	0.138	21	71	65	7	9	2	1	1	16	4	0	1	2018	outfielder	4	1	1	17	0	0.246	0.197	0.443	2	0.059	0	4	19	21	0.9	0	0.24	3.62	0.108	3.4	0.15	2018_파레디스
91	오준혁	KT	0.136	30	50	44	6	6	0	0	0	6	2	1	1	2018	outfielder	3	0	1	11	1	0.136	0.204	0.34	0	0.125	0	0	10	18	0.56	0	0.27	4	0	0.8	0.126	2018_오준혁
91	하준호	KT	0.136	15	26	22	2	3	1	0	1	7	2	4	0	2018	outfielder	0	0	0	14	0	0.318	0.136	0.454	0	0.5	0.667	2	3	2	1.5	0	0	4.15	0.182	1	0.141	2018_하준호
93	반슬라이크	두산	0.128	12	44	39	1	5	1	0	1	9	4	0	1	2018	outfielder	4	0	0	6	2	0.231	0.205	0.436	0	0	0	2	11	18	0.61	0	0.67	3.23	0.103	1.5	0.15	2018_반슬라이크
94	이영욱	KIA	0.125	14	16	16	0	2	0	0	0	2	1	0	0	2018	outfielder	0	0	0	4	0	0.125	0.125	0.25	1	0.167	0	0	7	3	2.33	0	0	3.5	0	-0.1	0.088	2018_이영욱
95	박헌도	롯데	0.115	15	31	26	1	3	1	0	0	4	0	0	0	2018	outfielder	5	0	0	10	1	0.154	0.258	0.412	0	0	0.111	1	6	7	0.86	0	0.5	4.81	0.038	0.9	0.155	2018_박헌도
96	조용호	SK	0.077	16	14	13	4	1	0	0	0	1	0	1	0	2018	outfielder	0	0	0	5	0	0.077	0.077	0.154	0	0	0	0	5	2	2.5	0	0	3.64	0	-0.9	0.054	2018_조용호
97	박정음	넥센	0.063	16	17	16	1	1	0	0	1	4	1	0	0	2018	outfielder	0	0	1	4	0	0.25	0.118	0.368	0	0	0.25	1	5	6	0.83	0	0	3.29	0.188	0.4	0.116	2018_박정음
98	이인행	KIA	0	4	1	1	1	0	0	0	0	0	0	0	0	2018	outfielder	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-	0	-	4	0	-0.1	0	2018_이인행
98	이인혁	NC	0	2	1	1	1	0	0	0	0	0	0	0	0	2018	outfielder	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-	0	0	3	0	-0.1	0	2018_이인혁
98	홍성갑	넥센	0	6	8	8	1	0	0	0	0	0	0	0	0	2018	outfielder	0	0	0	3	1	0	0	0	0	0	0	0	4	1	4	0	0	3.88	0	-1.1	0	2018_홍성갑
98	강상원	한화	0	6	7	6	0	0	0	0	0	0	0	0	0	2018	outfielder	1	0	0	2	0	0	0.143	0.143	0	0	0	0	1	3	0.33	0	0.5	4.14	0	0	0.064	2018_강상원
98	김성윤	삼성	0	1	2	2	0	0	0	0	0	0	0	0	0	2018	outfielder	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	-0.2	0	2018_김성윤
98	오정복	KT	0	5	7	7	0	0	0	0	0	0	0	0	0	2018	outfielder	0	0	0	1	0	0	0	0	0	0	0	0	3	3	1	0	0	3.29	0	-0.6	0	2018_오정복
98	이대형	KT	0	1	1	1	0	0	0	0	0	0	0	0	0	2018	outfielder	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-	0	0	4	0	-0.1	0	2018_이대형
1	양의지	NC	0.354	118	459	390	61	138	26	0	20	224	68	0	6	2019	catcher	48	4	15	43	13	0.574	0.438	1.012	43	0.364	0.167	46	86	129	0.67	4	1.12	3.74	0.221	88.7	0.341	2019_양의지
2	이흥련	두산	0.31	27	44	42	3	13	2	1	0	17	5	0	0	2019	catcher	2	0	0	12	1	0.405	0.341	0.746	2	0.222	0.222	3	11	6	1.83	0	0.17	3.64	0.095	5.1	0.255	2019_이흥련
3	한준수	KIA	0.3	7	20	20	2	6	2	0	0	8	2	0	0	2019	catcher	0	0	0	2	2	0.4	0.3	0.7	2	0.4	0	2	10	2	5	0	0	3.15	0.1	1.4	0.235	2019_한준수
4	박동원	키움	0.297	112	361	317	50	94	15	1	10	141	55	7	1	2019	catcher	34	0	2	56	10	0.445	0.367	0.812	23	0.337	0.364	26	81	87	0.93	4	0.61	3.73	0.148	49.1	0.276	2019_박동원
5	최재훈	한화	0.29	135	451	373	47	108	18	0	3	135	31	4	4	2019	catcher	56	0	14	61	9	0.362	0.398	0.76	28	0.225	0	21	110	98	1.12	2	0.92	4.07	0.072	55.9	0.27	2019_최재훈
6	이정훈	KIA	0.286	7	15	14	0	4	1	0	0	5	3	0	1	2019	catcher	0	0	0	1	2	0.357	0.267	0.624	1	0.286	0	1	6	4	1.5	0	0	3.8	0.071	0.9	0.209	2019_이정훈
7	이지영	키움	0.282	106	331	308	40	87	5	1	1	97	39	6	1	2019	catcher	15	1	1	28	14	0.315	0.317	0.632	23	0.308	0.313	7	132	62	2.13	5	0.54	3.59	0.032	27.3	0.221	2019_이지영
8	박세혁	두산	0.279	137	505	441	58	123	19	9	4	172	63	10	6	2019	catcher	41	1	7	68	5	0.39	0.345	0.735	29	0.291	0	32	135	121	1.12	7	0.6	3.78	0.111	62.9	0.253	2019_박세혁
9	유강남	LG	0.27	132	468	418	44	113	22	0	16	183	49	1	6	2019	catcher	30	2	13	82	21	0.438	0.334	0.772	25	0.21	0.273	38	115	114	1.01	8	0.37	3.86	0.167	56.8	0.26	2019_유강남
10	이재원	SK	0.268	139	502	451	33	121	19	0	12	176	75	1	7	2019	catcher	34	2	9	59	16	0.39	0.327	0.717	29	0.303	0.364	31	137	141	0.97	10	0.58	3.57	0.122	57.1	0.245	2019_이재원
11	장성우	KT	0.262	127	413	366	25	96	7	0	7	124	41	4	6	2019	catcher	35	2	2	86	11	0.339	0.325	0.664	25	0.247	0.143	14	98	92	1.07	4	0.41	4.01	0.077	41.5	0.231	2019_장성우
12	김성민	SK	0.25	2	4	4	0	1	0	0	0	1	0	0	0	2019	catcher	0	0	0	3	0	0.25	0.25	0.5	0	0	0	0	0	0	-	0	0	4	0	0.2	0.175	2019_김성민
12	지성준	한화	0.25	58	109	104	7	26	6	0	2	38	11	0	0	2019	catcher	5	0	0	21	3	0.365	0.284	0.649	5	0.226	0.111	8	21	36	0.58	1	0.24	3.64	0.115	9.6	0.219	2019_지성준
12	윤수강	NC	0.25	2	4	4	0	1	0	0	0	1	0	0	0	2019	catcher	0	0	0	1	1	0.25	0.25	0.5	0	0	0	0	2	0	-	0	0	3.75	0	-0.1	0.175	2019_윤수강
15	베탄코트	NC	0.246	53	224	203	23	50	8	0	8	82	29	0	2	2019	catcher	18	0	1	51	1	0.404	0.308	0.712	13	0.267	0	16	56	48	1.17	3	0.35	3.79	0.158	26.8	0.24	2019_베탄코트
16	강민호	삼성	0.234	112	393	346	36	81	20	0	13	140	45	2	3	2019	catcher	33	2	9	76	9	0.405	0.315	0.72	18	0.235	0	33	102	90	1.13	4	0.43	3.91	0.171	44.6	0.243	2019_강민호
17	백용환	KIA	0.234	28	51	47	3	11	2	0	2	19	6	0	0	2019	catcher	3	0	1	14	0	0.404	0.294	0.698	1	0.231	0.222	4	3	19	0.16	0	0.21	3.57	0.17	5.8	0.233	2019_백용환
18	김응민	삼성	0.231	8	13	13	0	3	1	0	0	4	0	0	0	2019	catcher	0	0	0	6	1	0.308	0.231	0.539	0	0	1	1	1	3	0.33	0	0	3.46	0.077	0.4	0.181	2019_김응민
19	정범모	NC	0.225	25	45	40	4	9	1	0	2	16	4	2	0	2019	catcher	3	0	0	15	0	0.4	0.279	0.679	1	0.125	0	3	6	10	0.6	1	0.2	3.64	0.175	4.7	0.226	2019_정범모
20	김형준	NC	0.224	55	119	107	13	24	5	0	2	35	9	4	0	2019	catcher	8	0	0	24	1	0.327	0.278	0.605	7	0.122	0.125	7	40	19	2.11	0	0.33	3.75	0.103	9.8	0.207	2019_김형준
21	한승택	KIA	0.223	105	288	251	22	56	9	1	3	76	27	7	2	2019	catcher	27	1	1	82	8	0.303	0.299	0.602	11	0.294	0.333	13	59	56	1.05	3	0.33	4.16	0.08	22.8	0.21	2019_한승택
22	신범수	KIA	0.211	39	65	57	4	12	5	0	2	23	7	0	0	2019	catcher	7	0	1	14	1	0.404	0.308	0.712	1	0.2	0.231	7	13	18	0.72	0	0.5	3.6	0.193	7.2	0.24	2019_신범수
23	주효상	키움	0.207	18	30	29	3	6	2	1	0	10	5	0	0	2019	catcher	1	0	0	7	0	0.345	0.233	0.578	0	0.2	0.333	3	4	12	0.33	1	0.14	4.13	0.138	2.2	0.191	2019_주효상
25	김도환	삼성	0.204	61	106	93	7	19	6	0	2	31	7	4	1	2019	catcher	8	0	0	36	0	0.333	0.265	0.598	0	0.238	0	8	15	24	0.63	1	0.22	4.18	0.129	9	0.203	2019_김도환
26	김종민	한화	0.2	10	21	20	2	4	0	0	1	7	1	1	0	2019	catcher	0	0	0	7	1	0.35	0.2	0.55	1	0	0	1	7	2	3.5	0	0	3.76	0.15	1.1	0.178	2019_김종민
26	김재성	LG	0.2	3	7	5	0	1	0	0	0	1	1	0	0	2019	catcher	2	0	0	2	0	0.2	0.429	0.629	0	0.333	0	0	2	0	-	0	1	4.29	0	0.8	0.243	2019_김재성
28	이준수	KT	0.194	32	49	36	3	7	1	0	0	8	3	3	0	2019	catcher	9	0	1	11	1	0.222	0.37	0.592	2	0.2	0	1	10	8	1.25	0	0.82	3.65	0.028	4.2	0.222	2019_이준수
29	안중열	롯데	0.191	73	145	136	10	26	6	1	2	40	4	1	0	2019	catcher	6	0	2	41	2	0.294	0.236	0.53	3	0.08	0.5	9	33	36	0.92	0	0.15	3.71	0.103	8.2	0.18	2019_안중열
30	김태군	NC	0.182	18	28	22	0	4	0	0	0	4	1	0	0	2019	catcher	4	0	2	8	1	0.182	0.357	0.539	0	0.143	0	0	8	2	4	0	0.5	3.54	0	2	0.206	2019_김태군
31	장승현	두산	0.171	35	46	41	3	7	2	0	0	9	3	0	1	2019	catcher	3	0	1	13	0	0.22	0.239	0.459	1	0	0	2	10	12	0.83	0	0.23	4.15	0.049	2.5	0.163	2019_장승현
32	김민식	KIA	0.167	53	116	96	6	16	2	0	0	18	14	0	2	2019	catcher	15	0	3	29	1	0.188	0.293	0.481	1	0.167	0.143	2	22	31	0.71	0	0.52	4.39	0.021	7.9	0.179	2019_김민식
33	김준태	롯데	0.159	43	104	88	10	14	3	0	0	17	8	2	0	2019	catcher	12	0	2	23	1	0.193	0.275	0.468	1	0.222	0	3	27	24	1.13	0	0.52	4.1	0.034	5.3	0.172	2019_김준태
34	이성우	LG	0.156	55	74	64	2	10	3	0	0	13	6	3	0	2019	catcher	4	0	3	11	2	0.203	0.239	0.442	0	0.188	0	3	30	13	2.31	2	0.36	3.55	0.047	2.5	0.158	2019_이성우
35	안승한	KT	0.136	36	47	44	4	6	1	0	0	7	5	1	0	2019	catcher	1	0	1	13	1	0.159	0.174	0.333	0	0.111	0	1	7	18	0.39	1	0.08	3.68	0.023	0	0.118	2019_안승한
36	허도환	SK	0.127	56	93	79	3	10	3	0	1	16	6	4	2	2019	catcher	5	0	3	18	3	0.203	0.202	0.405	0	0	0	4	30	23	1.3	1	0.28	3.69	0.076	2.4	0.142	2019_허도환
37	정보근	롯데	0.125	15	35	32	3	4	0	0	0	4	1	0	0	2019	catcher	2	0	1	10	2	0.125	0.2	0.325	0	0.167	0	0	10	8	1.25	0	0.2	3.77	0	-0.3	0.121	2019_정보근
37	이해창	KT	0.125	30	43	40	0	5	0	0	0	5	0	0	0	2019	catcher	2	0	1	11	0	0.125	0.186	0.311	0	0.077	0.167	0	10	14	0.71	0	0.18	3.72	0	0.3	0.115	2019_이해창
39	나종덕	롯데	0.124	104	209	185	12	23	4	0	3	36	13	7	2	2019	catcher	9	0	6	88	5	0.195	0.188	0.383	4	0.098	0	7	44	32	1.38	1	0.1	4.11	0.07	4.2	0.133	2019_나종덕
40	정상호	LG	0.083	22	24	24	1	2	1	0	0	3	2	0	0	2019	catcher	0	0	0	11	3	0.125	0.083	0.208	1	0.25	0	1	6	5	1.2	0	0	3.5	0.042	-2	0.069	2019_정상호
41	이현석	SK	0	2	3	3	0	0	0	0	0	0	0	0	0	2019	catcher	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0.5	0	-	4	0	-0.3	0	2019_이현석
41	박유연	두산	0	2	1	1	0	0	0	0	0	0	0	0	0	2019	catcher	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-	0	0	4	0	-0.1	0	2019_박유연
41	김창혁	한화	0	3	2	2	0	0	0	0	0	0	0	0	0	2019	catcher	0	0	0	1	0	0	0	0	0	0	0	0	1	0	-	0	0	3.5	0	-0.2	0	2019_김창혁
41	박상언	한화	0	1	1	1	0	0	0	0	0	0	0	0	0	2019	catcher	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-	0	0	4	0	-0.1	0	2019_박상언
41	김사훈	롯데	0	3	1	1	0	0	0	0	0	0	0	0	0	2019	catcher	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-	0	-	4	0	-0.1	0	2019_김사훈
41	전준호	LG	0	8	5	5	0	0	0	0	0	0	0	0	0	2019	catcher	0	0	0	1	0	0	0	0	0	0	0	0	3	1	3	0	0	4.4	0	-0.5	0	2019_전준호
